SocketConnector                                   	Class Poco::Net::SocketConnector                                                                    	Class Poco::Net::SocketConnector                                                                    	                                                                                                           Destroys the  <<LNK>> .                                                                                                                       	's socket. POCO C++ Libraries 1.9.4-all Copyright © 2019, Applied Informatics Software Engineering GmbH and Contributors <<HIT>> Poco::Net template < class ServiceHandler > class SocketConnector Library: Net Package: Reactor Header: Poco/Net/SocketC	/Poco.tgz!/Poco.docset/Contents/Resources/Documents/Poco.Net.SocketConnector.html	/Poco.tgz!/Poco.docset/Contents/Resources/Documents/Poco.Net.SocketConnector.html	
AbstractOptionCallback                            	Class Poco::Util::AbstractOptionCallback                                                            	Class Poco::Util::AbstractOptionCallback                                                            	                                                                                                               virtual ~ <<LNK>> ();                                                                                                                     	 function. POCO C++ Libraries 1.9.4-all Copyright © 2019, Applied Informatics Software Engineering GmbH and Contributors <<HIT>> Poco::Util class AbstractOptionCallback Library: Util Package: Options Header: Poco/Util/OptionCallback.h Description Ba	/Poco.tgz!/Poco.docset/Contents/Resources/Documents/Poco.Util.AbstractOptionCallback.html	/Poco.tgz!/Poco.docset/Contents/Resources/Documents/Poco.Util.AbstractOptionCallback.html	
OrderedMapIterator                                	UnmodifiableOrderedMapIterator (Apache Commons Collections 4.0 API)                                 	OrderedMapIterator (Apache Commons Collections 4.0 API)                                             	                                                                                                             implements  <<LNK>> <K,V>, Unmodifiable                                                                                                     	BidiOrderedMapIterator, EmptyOrderedMapIterator, UnmodifiableOrderedMapIterator public interface OrderedMapIterator<K,V> <<HIT>> JavaScript is disabled on your browser. Overview Package Class Use Tree Deprecated Index Help Prev Class Next Class Fram	/Apache_Commons_Collections.tgz!/Apache_Commons_Collections.docset/Contents/Resources/Documents/org/apache/commons/collections4/iterators/UnmodifiableOrderedMapIterator.html	/Apache_Commons_Collections.tgz!/Apache_Commons_Collections.docset/Contents/Resources/Documents/org/apache/commons/collections4/OrderedMapIterator.html	
PlaneContext                                      	FFmpeg: libavcodec/ffv1_template.c Source File                                                      	FFmpeg: PlaneContext Struct Reference                                                               	0]; 27 const int L = src[-1]; 28 29 return mid_pred(L, L + T - LT, T); 30 } 31 32 static inline int RENAME(get_context)( <<LNK>>  *p, TYPE *src, 33 TYPE *last, TYPE *last2) 34 { 35 const int LT = last[-1]; 36 const int T = last[0]; 37 const int RT =	ruct was generated from the following file: libavcodec/ffv1.h Generated on Tue May 22 2018 07:07:24 for FFmpeg by 1.8.13 <<HIT>> FFmpeg 4.0 Data Fields PlaneContext Struct Reference #include <libavcodec/ffv1.h> Data Fields int16_t quant_table [MAX_C	/FFmpeg.tgz!/FFmpeg.docset/Contents/Resources/Documents/api/ffv1__template_8c_source.html	/FFmpeg.tgz!/FFmpeg.docset/Contents/Resources/Documents/api/structPlaneContext.html	
Object                                            	Hilbert | SuperCollider 3.10.0 Help                                                                 	Object | SuperCollider 3.10.0 Help                                                                  	                                                                     Hilbert : MultiOutUGen : UGen : AbstractFunction :  <<LNK>>                                                                                                                         	                                                                                 a.compareObject(b, [\repeats]); // true <<HIT>> a.compareObject(b, [\repeats]); // true                                                                                  …                                                                       b = Object.readArchive(PathName.tmp ++ "myArray"); <<HIT>> b = Object.readArchive(PathName.tmp ++ "myArray");                                                                       …  *new { arg arg1, arg2, arg3; // will copy arg1, arg2, arg3 to variables a, b, c ^super.newCopyArgs(arg1, arg2, arg3); } <<HIT>> ) Arguments: pathname A String containing the archive file's path. Object.new(maxSize: 0) Create a new instance. The cre … e questioned, because it often indicates a missed opportunity to exploit object polymorphism.5.isKindOf(Number); // true <<HIT>> 5.respondsTo('indexOf'); // false Arguments: aSymbol A selector name. Must be a Symbol. .isKindOf(aClass) Answer a Boole … ct provides a number of methods. .as(aSimilarClass) Returns a similar new Object of a different class.[1, 2, 3].as(Set); <<HIT>> 5.isMemberOf(Integer); // true Accessing .size Different classes respond to this message differently. Object always retu …  objects are identical. NOTE: Whenever == is overridden in a class, hash should be overridden as well. 5.0 == 5; // true <<HIT>> "Strings don't post with surrounding quotes.".cs; Archiving Object implements methods for writing and retrieving objects … ts, total number of objects and the total set size.flips 241 collects 689096 nalloc 40173511 alloc 322496998 grey 346541 <<HIT>> } Printing and Introspection .post Print a string representation of the receiver to the post window."hello".post; "hello … Method, ThisOrSomeOtherObject.findMethod(\foo); ... // execution of this method will continue unless Error.debug == true <<HIT>> } .shouldNotImplement(method) Throws a ShouldNotImplementError. Use this to indicate that this inherited method should n …  values. Whenever == is overridden in a class, hash should be overridden as well.a = "worth trying"; b = "worth trying"; <<HIT>> a.compareObject(b, [\list]); // false .hash Answer a code used to index into a hash table. This is used by Dictionary an … not overridden. Objects which are identical === should have the same hash values.a = "worth trying"; b = "worth trying"; <<HIT>> b.hash; .identityHash Answer a code used to index into a hash table. This method is implemented by a primitive and is no …  (see also: -compareObject).a = Pseq([1, 2, 3], inf); b = Pseq([100, 200, 300], inf); a.instVarHash([\repeats]); // same <<HIT>> b.identityHash; .instVarHash(instVarNames) Returns a combined hash value for the object's instance variables and the obj … es must be literal Integers, Floats, Chars, Symbols and the functions must have no variables or arguments. Discussion: ( <<HIT>> b.mutable; // true .frozen Returns true if receiver is frozen. .switch( ... cases) Object implements a switch method whi … elements are unpacked and passed as arguments.a = { |a, b, c| postf("% plus % plus % is %\n", a, b, c, a + b + c); "" }; <<HIT>> ) Messaging Instead of directly sending a method to an object, a method may be invoked given a method selector only (a S …  not yet implemented may be added to an Object instance. .addUniqueMethod(selector, function) Add a unique method.a = 5; <<HIT>> a.multiChannelPerform(\value, [1, 10, 100, 1000], [2, 7, 9], [3, 7]); ["foo","bar"].multiChannelPerform('++',["l","bro", … d should be defined in all subclasses of the receiver. Discussion: someMethod { this.subclassResponsibility(thisMethod); <<HIT>> a.sayHello; .removeUniqueMethods Remove all unique methods of an Object. Dependancy .addDependant(dependant) Add aDepend … ven, all instance variables are tested (see also: -instVarHash)a = Pseq([1, 2, 3], inf); b = Pseq([100, 200, 300], inf); <<HIT>> 5.9.fuzzyEqual(5.0, 0.5); // 0 - no equality Returns: A number in the range 0 to 1. .compareObject(that, instVarNames) T … ; .respondsTo(aSymbol) Answer a Boolean whether the receiver understands the message selector.5.respondsTo('+'); // true <<HIT>> } Undocumented class methods Object.dependantsDictionary Object.implClass From extension in /Applications/SuperCollider/ …  returning the result. Different classes respond to this message differently. Discussion: f = { |x, i| [x, i].postln; }; <<HIT>> tot bwf t sz: 174215 65476 7876722 8116413 341832120 You can also query the amount of free memory with Object.totalFree  … es. Different classes respond to this message differently. The shortcut "!" can be used in place. Discussion: 8.dup(10); <<HIT>> ($Q).do(f); // Object.do .generate(function, state) Object iterates by the message do, sent to the receiver. This method …  (see also Routine: play) Time is measured relative to the thread's clock.a = Routine { 1.yield; 0.idle(3); 400.yield }; <<HIT>> { 1.0.rand }.dup(5) // other objects respond differently to dup Scheduling .awake(beats, seconds, clock) This method is  …  the receiver in the stream using a Pn (may thus be used for patterns and other objects alike)a = (0..3).iter.repeat(2); <<HIT>> a.nextN(4); .repeat(repeats: inf) Repeatedly embeds the receiver in the stream using a Pn (may thus be used for patterns … e, it returns itself forever. For simplicity, subclasses implement this method without this switch.// embedding an event <<HIT>> a.nextN(9) .nextN(n, inval) Returns an array with the results of calling -next a given number of times Arguments: n Numb …  by Object. Math Support .blend(that, blendFrac: 0.5) Lineraly interpolate between this and argumentblend(10, 100, 0.3); <<HIT>> c.nextN(3, ()); // this ends, too .addFunc( ... functions) .addFuncTo(variableName ... functions) .removeFunc(function)  … /Applications/SuperCollider/SuperCollider.app/Contents/Resources/HelpSource/Classes/Object.schelp link::Classes/Object:: <<HIT>> blend((a: 6, b: 7), (a: 0, b: [1, 2], c: 9), 0.5); Undocumented instance methods !(n) !==(obj) %(that) &(that) **(that)  … s sent to: receiver.method(argument). Class Methods Object.readArchive(pathname) Read in an object from a text archive.( <<HIT>> Object: Filter: Description Class methods readArchive new newCopyArgs Undocumented class methods dependantsDictionary im	/supercollider.tgz!/supercollider.docset/Contents/Resources/Documents/Classes/Hilbert.html	/supercollider.tgz!/supercollider.docset/Contents/Resources/Documents/Classes/Object.html	
PureUGen                                          	HPZ2 | SuperCollider 3.10.0 Help                                                                    	PureUGen | SuperCollider 3.10.0 Help                                                                	                                                                                                 HPZ2 : LPZ2 : Filter :  <<LNK>>  : UGen : AbstractFunction : Object                                                                                     	lications/SuperCollider/SuperCollider.app/Contents/Resources/HelpSource/Classes/PureUGen.schelp link::Classes/PureUGen:: <<HIT>> PureUGen: Filter: Description Class methods Inherited class methods Instance methods Inherited instance methods Classes 	/supercollider.tgz!/supercollider.docset/Contents/Resources/Documents/Classes/HPZ2.html	/supercollider.tgz!/supercollider.docset/Contents/Resources/Documents/Classes/PureUGen.html	
org.wso2.balana.attr                              	Uses of Class org.wso2.balana.attr.X500NameAttribute (WSO2 Balana Core 1.1.3-SNAPSHOT API)          	org.wso2.balana.attr (WSO2 Balana Core 1.1.3-SNAPSHOT API)                                          	                                                                                                             Methods in  <<LNK>>  that return X500NameAttribute                                                                                          	Deprecated Index Help Prev Package Next Package Frames No Frames All Classes Copyright © 2017 WSO2. All rights reserved. <<HIT>> JavaScript is disabled on your browser. Skip navigation links Overview Package Class Use Tree Deprecated Index Help Prev	/balana-core.tgz!/balana-core.docset/Contents/Resources/Documents/org/wso2/balana/attr/class-use/X500NameAttribute.html	/balana-core.tgz!/balana-core.docset/Contents/Resources/Documents/org/wso2/balana/attr/package-summary.html	
filters                                           	Xor (cascading API)                                                                                 	Logic (cascading API)                                                                               	                                                                                                     argumentSelectors,  <<LNK>>                                                                                                                         	r... filters) Logic @ConstructorProperties(value={"lhsArgumentsSelector","lhsFilter","rhsArgumentSelector","rhsFilter"}) <<HIT>> protected Logic(Filter... filters) Logic @ConstructorProperties(value={"lhsArgumentsSelector","lhsFilter","rhsArgumentSe … ilter, Fields rhsArgumentSelector, Filter rhsFilter) Logic @ConstructorProperties(value={"argumentSelectors","filters"}) <<HIT>> protected Logic(Fields lhsArgumentSelector, Filter lhsFilter, Fields rhsArgumentSelector, Filter rhsFilter) Logic @Const …  filters protected final Filter[] filters Field filters Constructor Detail Logic @ConstructorProperties(value="filters") <<HIT>> implements Filter<Logic.Context> Class Logic is the base class for logical Filter operations. See Also: And, Or, Xor, Se	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/operation/filter/Xor.html	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/operation/filter/Logic.html	#filters
HTTP::Headers                                     	HTTP::Multipart - github.com/crystal-lang/crystal                                                   	HTTP::Headers - github.com/crystal-lang/crystal                                                     	                                                                              Parses a MIME multipart message, yielding  <<LNK>>  and an IO for each body part.                                                                                          	io : IO) # [View source] def valid_value?(value) # [View source] Macro Detail macro method_missing(call) # [View source] <<HIT>> headers.includes_word?("Connection", "Upgrade") # => true [View source] def inspect(io : IO) # [View source] def merge!(	/Crystal.tgz!/crystal.docset/Contents/Resources/Documents/api/0.26.1/HTTP/Multipart.html	/Crystal.tgz!/crystal.docset/Contents/Resources/Documents/api/0.26.1/HTTP/Headers.html	
ProtocolTask                                      	SchemaTask (Apache Avro Java 1.8.2 API)                                                             	ProtocolTask (Apache Avro Java 1.8.2 API)                                                           	                                                         Methods inherited from class org.apache.avro.compiler.specific. <<LNK>>                                                                                                                         	pecific.ProtocolTask All Implemented Interfaces: Cloneable Direct Known Subclasses: SchemaTask public class ProtocolTask <<HIT>> JavaScript is disabled on your browser. Overview Package Class Use Tree Deprecated Index Help Prev Class Next Class Fram	/Avro.tgz!/Avro.docset/Contents/Resources/Documents/org/apache/avro/compiler/specific/SchemaTask.html	/Avro.tgz!/Avro.docset/Contents/Resources/Documents/org/apache/avro/compiler/specific/ProtocolTask.html	
_GUICtrlComboBox_GetDroppedWidth                  	Function _GUICtrlComboBox_SetDroppedWidth                                                           	Function _GUICtrlComboBox_GetDroppedWidth                                                           	                                                                                                                         <<LNK>> , _GUICtrlComboBoxEx_GetDroppedState                                                                                    	)     ; Loop until the user exits.     Do     Until GUIGetMsg() = $GUI_EVENT_CLOSE     GUIDelete() EndFunc   ;==>Example <<HIT>> ﻿ Function _GUICtrlComboBox_GetDroppedWidth Function Reference _GUICtrlComboBox_GetDroppedWidth Retrieve the minimum all	/AutoIt.tgz!/AutoIt.docset/Contents/Resources/Documents/libfunctions/_GUICtrlComboBox_SetDroppedWidth.htm	/AutoIt.tgz!/AutoIt.docset/Contents/Resources/Documents/libfunctions/_GUICtrlComboBox_GetDroppedWidth.htm	
b2PulleyJoint                                     	Box2D: Member List                                                                                  	Box2D: b2PulleyJoint Class Reference                                                                	                                                                                                       GetRatio() const  <<LNK>>                                                                                                                         	ated from the following files: b2PulleyJoint.h b2PulleyJoint.cpp Generated on Sun Jun 8 2014 19:36:10 for Box2D by 1.8.7 <<HIT>> Box2D 2.3.0 A 2D Physics Engine for Games Public Member Functions | Protected Member Functions | Protected Attributes | 	/org.box2d.docset.tgz!/org.box2d.docset/Contents/Resources/Documents/classb2_pulley_joint-members.html	/org.box2d.docset.tgz!/org.box2d.docset/Contents/Resources/Documents/classb2_pulley_joint.html	
ZNPNode_ZPP_Listener                              	ZNPList_ZPP_Listener                                                                                	ZNPNode_ZPP_Listener                                                                                	inlined_add(o:ZPP_Listener):ZPP_Listener function inlined_clear():Void function inlined_erase(pre:ZNPNode_ZPP_Listener): <<LNK>>  function inlined_has(obj:ZPP_Listener):Bool function inlined_insert(cur:ZNPNode_ZPP_Listener, o:ZPP_Listener):ZNPNode_Z	ar next:ZNPNode_ZPP_Listener function new():Void function alloc():Void function elem():ZPP_Listener function free():Void <<HIT>> Platform All Platforms flash class zpp_nape.util.ZNPNode_ZPP_Listener import zpp_nape.util.Lists; Available on all platf	/HaxeFlixel.tgz!/HaxeFlixel.docset/Contents/Resources/Documents/zpp_nape/util/ZNPList_ZPP_Listener.html	/HaxeFlixel.tgz!/HaxeFlixel.docset/Contents/Resources/Documents/zpp_nape/util/ZNPNode_ZPP_Listener.html	
ZNPNode_ZPP_Component                             	package util                                                                                        	ZNPNode_ZPP_Component                                                                               	_BodyListener ZNPNode_ZPP_CallbackSet ZNPNode_ZPP_CbSet ZNPNode_ZPP_CbSetPair ZNPNode_ZPP_CbType ZNPNode_ZPP_ColArbiter  <<LNK>>  ZNPNode_ZPP_Compound ZNPNode_ZPP_Constraint ZNPNode_ZPP_ConstraintListener ZNPNode_ZPP_CutInt ZNPNode_ZPP_CutVert ZNPNo	 next:ZNPNode_ZPP_Component function new():Void function alloc():Void function elem():ZPP_Component function free():Void <<HIT>> Platform All Platforms flash class zpp_nape.util.ZNPNode_ZPP_Component import zpp_nape.util.Lists; Available on all plat	/HaxeFlixel.tgz!/HaxeFlixel.docset/Contents/Resources/Documents/zpp_nape/util/index.html	/HaxeFlixel.tgz!/HaxeFlixel.docset/Contents/Resources/Documents/zpp_nape/util/ZNPNode_ZPP_Component.html	
browser-sync                                      	TLDR pages                                                                                          	                                                                                                    	se32 base64 basename bash bashmarks bat batch bc beanstalkd bedtools berks bg blender bmaptool boot borg bosh bower box  <<LNK>>  bundle bup bw c99 cabal calibre-server calibredb cargo case cat cd chgrp chmod chown chromium chroot chsh cksum clamsca	reate configuration file: browser-sync init Start browser-sync from config file: browser-sync start --config config_file <<HIT>> browser-sync Starts local web server that updates browser on file changes. Start a server from a specific directory: bro	/tldr_pages.tgz!/tldrpages.docset/Contents/Resources/Documents/index.html	/tldr_pages.tgz!/tldrpages.docset/Contents/Resources/Documents/common/browser-sync.html	
LEVEL_BASE::ImageLoaderInfo                       	Pin: Member List                                                                                    	Pin: LEVEL_BASE::ImageLoaderInfo Struct Reference                                                   	                                                                         _entry (defined in LEVEL_BASE::ImageLoaderInfo) <<LNK>>                                                                                                                         	r this struct was generated from the following file: level_base.H Generated on Tue Aug 12 2014 02:03:42 for Pin by 1.8.7 <<HIT>> Pin Main Page Modules Classes Files Class List Class Index Class Hierarchy Class Members All Classes Files Functions Var	/Pin_Docset.tgz!/Pin.docset/Contents/Resources/Documents/pin/structLEVEL__BASE_1_1ImageLoaderInfo-members.html	/Pin_Docset.tgz!/Pin.docset/Contents/Resources/Documents/pin/structLEVEL__BASE_1_1ImageLoaderInfo.html	
execute                                           	Class Poco::Data::StatementImpl                                                                     	Class Poco::Data::StatementImpl                                                                     	l, binder, bindings, canBind, canCompile, columnsExtracted, columnsReturned, compileImpl, currentDataSet, dataSetCount,  <<LNK>> , extractionCount, extractionLimit, extractions, extractor, fixupBinding, fixupExtraction, getExtractionLimit, getState,	ned by this execution step. When reset is false, data is appended to the bound containers during multiple execute calls. <<HIT>> std::size_t execute( const bool & reset = true );Executes a statement. Returns the number of rows extracted for statemen	/Poco.tgz!/Poco.docset/Contents/Resources/Documents/Poco.Data.StatementImpl.html	/Poco.tgz!/Poco.docset/Contents/Resources/Documents/Poco.Data.StatementImpl.html	#7845
ResultHandler                                     	Uses of Interface org.apache.ibatis.session.ResultHandler (mybatis 3.5.2 API)                       	ResultHandler (mybatis 3.5.2 API)                                                                   	                                                                                                                 static  <<LNK>>                                                                                                                         	Nested | Field | Constr | Method Detail: Field | Constr | Method Copyright © 2009–2019 MyBatis.org. All rights reserved. <<HIT>> JavaScript is disabled on your browser. Skip navigation links Overview Package Class Use Tree Deprecated Index Help All 	/MyBatis.tgz!/MyBatis.docset/Contents/Resources/Documents/mybatis-3/apidocs/org/apache/ibatis/session/class-use/ResultHandler.html	/MyBatis.tgz!/MyBatis.docset/Contents/Resources/Documents/mybatis-3/apidocs/org/apache/ibatis/session/ResultHandler.html	
TupleEntry                                        	OperatorStage (cascading API)                                                                       	TupleEntry (cascading API)                                                                          	                                                                                          extends ElementStage<Incoming, <<LNK>> >                                                                                                                       	ry() Constructor TupleEntry creates a new TupleEntry instance. TupleEntry @ConstructorProperties(value="isUnmodifiable") <<HIT>> extends java.lang.Object Class TupleEntry allows a Tuple instance and its declaring Fields instance to be used as a sing …  new TupleEntry instance. Parameters: isUnmodifiable - of type boolean TupleEntry @ConstructorProperties(value="fields") <<HIT>> public TupleEntry(boolean isUnmodifiable) Constructor TupleEntry creates a new TupleEntry instance. Parameters: isUnmodi … Entry instance. Parameters: fields - of type Fields TupleEntry @ConstructorProperties(value={"fields","isUnmodifiable"}) <<HIT>> public TupleEntry(Fields fields) Constructor TupleEntry creates a new TupleEntry instance. Parameters: fields - of type  … ype Fields isUnmodifiable - of type boolean TupleEntry @ConstructorProperties(value={"fields","tuple","isUnmodifiable"}) <<HIT>> public TupleEntry(Fields fields, boolean isUnmodifiable) Constructor TupleEntry creates a new TupleEntry instance. Param … ields tuple - of type Tuple isUnmodifiable - of type boolean TupleEntry @ConstructorProperties(value={"fields","tuple"}) <<HIT>> public TupleEntry(Fields fields, Tuple tuple, boolean isUnmodifiable) Constructor TupleEntry creates a new TupleEntry in … nstance. Parameters: fields - of type Fields tuple - of type Tuple TupleEntry @ConstructorProperties(value="tupleEntry") <<HIT>> public TupleEntry(Fields fields, Tuple tuple) Constructor TupleEntry creates a new TupleEntry instance. Parameters: fiel … the given tupleEntry state. Parameters: tupleEntry - of type TupleEntry TupleEntry @ConstructorProperties(value="tuple") <<HIT>> public TupleEntry(TupleEntry tupleEntry) Constructor TupleEntry creates a new TupleEntry instance that is a safe copy of … ce values size public int size() Method size returns the number of values in this instance. Returns: int get @Deprecated <<HIT>> public TupleEntry(Tuple tuple) Constructor TupleEntry creates a new TupleEntry instance. Parameters: tuple - of type Tup … d | Constr | Method cascading.tuple Class TupleEntry java.lang.Object cascading.tuple.TupleEntry public class TupleEntry <<HIT>> JavaScript is disabled on your browser. Overview Package Class Tree Deprecated Index Help Prev Class Next Class Frames N	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/flow/stream/OperatorStage.html	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/tuple/TupleEntry.html	
EntitasPreferencesConfig                          	Entitas: Entitas.EntitasPreferences Class Reference                                                 	Entitas: Entitas.EntitasPreferencesConfig Class Reference                                           	                                                                                                static void SaveConfig ( <<LNK>>  config)                                                                                                                	s generated from the following file: Entitas/Entitas/Utils/Configuration/EntitasPreferencesConfig.cs Generated by 1.8.13 <<HIT>> Entitas 0.40.0 Entitas is a super fast Entity Component System (ECS) Framework specifically made for C# and Unity Entita	/Entitas.docset.tgz!/Entitas.docset/Contents/Resources/Documents/class_entitas_1_1_entitas_preferences.html	/Entitas.docset.tgz!/Entitas.docset/Contents/Resources/Documents/class_entitas_1_1_entitas_preferences_config.html	
Connector                                         	CssLayoutState (vaadin-all 8.9.2 API)                                                               	Connector (vaadin-all 8.9.2 API)                                                                    	                                                                                                                    Map< <<LNK>> ,String>                                                                                                                	mary: Nested | Field | Constr | Method Detail: Field | Constr | Method Copyright © 2019 Vaadin Ltd. All rights reserved. <<HIT>> extends Serializable Interface implemented by all classes that are capable of communicating with the server or the clien … rticalSplitPanel, VerticalSplitPanelConnector, Video, VideoConnector, Window, WindowConnector public interface Connector <<HIT>> JavaScript is disabled on your browser. Skip navigation links Overview Package Class Use Tree Deprecated Index Help Prev	/Vaadin.tgz!/Vaadin.docset/Contents/Resources/Documents/com/vaadin/shared/ui/csslayout/CssLayoutState.html	/Vaadin.tgz!/Vaadin.docset/Contents/Resources/Documents/com/vaadin/shared/Connector.html	
CascadingStats                                    	ClientState (cascading API)                                                                         	CascadingStats (cascading API)                                                                      	                                                                                                            recordStats( <<LNK>>  stats)                                                                                                                 	 Class Next Class Frames No Frames All Classes Summary: Nested | Field | Constr | Method Detail: Field | Constr | Method <<HIT>> implements java.io.Serializable Class CascadingStats is the base class for all Cascading statistics gathering. It also r … ava.io.Serializable Direct Known Subclasses: CascadeStats, FlowStats, FlowStepStats public abstract class CascadingStats <<HIT>> JavaScript is disabled on your browser. Overview Package Class Tree Deprecated Index Help Prev Class Next Class Frames N	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/management/state/ClientState.html	/cascading-2.5.6.tgz!/cascading-2.5.docset/Contents/Resources/Documents/cascading/stats/CascadingStats.html	
btMotionState.h                                   	Bullet: btMotionState Class Reference                                                               	Bullet: btMotionState.h Source File                                                                 	                                                                                                              #include < <<LNK>> >                                                                                                                       	:27 btMotionState::setWorldTransform virtual void setWorldTransform(const btTransform &worldTrans)=0 Generated by 1.8.10 <<HIT>> Bullet src LinearMath btMotionState.h Go to the documentation of this file. 1 /* 2 Bullet Continuous Collision Detection	/org.bulletphysics.docset.tgz!/org.bulletphysics.docset/Contents/Resources/Documents/classbtMotionState.html	/org.bulletphysics.docset.tgz!/org.bulletphysics.docset/Contents/Resources/Documents/btMotionState_8h_source.html	
backtype.storm.testing                            	Uses of Class backtype.storm.topology.base.BaseBasicBolt (Storm Core 0.9.2-incubating API)          	backtype.storm.testing (Storm Core 0.9.2-incubating API)                                            	                                                                                               Uses of BaseBasicBolt in  <<LNK>>                                                                                                                         	 Package Next Package Frames No Frames All Classes Copyright © 2014 The Apache Software Foundation. All Rights Reserved. <<HIT>> JavaScript is disabled on your browser. Overview Package Class Use Tree Deprecated Index Help Prev Package Next Package 	/storm.tgz!/storm.docset/Contents/Resources/Documents/backtype/storm/topology/base/class-use/BaseBasicBolt.html	/storm.tgz!/storm.docset/Contents/Resources/Documents/backtype/storm/testing/package-summary.html	
b2RayCastOutput                                   	Box2D: b2Shape Class Reference                                                                      	Box2D: b2RayCastOutput Struct Reference                                                             	                                                                                                  virtual bool RayCast ( <<LNK>>  *output, const b2RayCastInput &input, const b2Transform &transform, int32 childIndex) const =0                         	this struct was generated from the following file: b2Collision.h Generated on Sun Jun 8 2014 19:36:10 for Box2D by 1.8.7 <<HIT>> Box2D 2.3.0 A 2D Physics Engine for Games Public Attributes | List of all members b2RayCastOutput Struct Reference #incl	/org.box2d.docset.tgz!/org.box2d.docset/Contents/Resources/Documents/classb2_shape.html	/org.box2d.docset.tgz!/org.box2d.docset/Contents/Resources/Documents/structb2_ray_cast_output.html	
xed-types.h                                       	XED: xed-attributes.h Source File                                                                   	XED: xed-types.h File Reference                                                                     	                                                                                                           34 #include " <<LNK>> "                                                                                                                       	tion at line 65 of file xed-types.h. xed2-kit include xed-types.h Generated on Tue Aug 12 2014 02:03:26 for XED by 1.8.7 <<HIT>> XED Main Page Modules Data Structures Files File List Globals All Data Structures Files Functions Variables Typedefs Enu	/Pin_Docset.tgz!/Pin.docset/Contents/Resources/Documents/xed64/xed-attributes_8h_source.html	/Pin_Docset.tgz!/Pin.docset/Contents/Resources/Documents/xed64/xed-types_8h.html	
